290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15
277.204 283.599 286.172 287.411 288.108 288.553 288.865 289.099 289.285 289.439 289.572 289.691 289.8 289.902 290.001 290.099 290.197 290.297 290.402 290.511 290.628 290.753 290.889 291.038 291.202 291.384 291.587 291.814 292.069 292.356 292.678 293.041 293.447 293.899 294.398 294.94 295.517 296.111 296.696 297.231 297.664 297.933 297.978 297.752 297.238 296.452 295.436 294.248 292.941 291.562 290.15
276.818 280.871 283.529 285.212 286.32 287.09 287.657 288.096 288.451 288.749 289.009 289.241 289.456 289.658 289.854 290.048 290.242 290.441 290.648 290.865 291.096 291.345 291.615 291.911 292.237 292.598 293.001 293.451 293.957 294.526 295.167 295.888 296.697 297.601 298.602 299.695 300.866 302.082 303.292 304.415 305.341 305.941 306.077 305.644 304.598 302.982 300.896 298.465 295.804 293.008 290.15
276.629 279.539 281.861 283.59 284.868 285.831 286.578 287.177 287.674 288.099 288.473 288.811 289.124 289.422 289.71 289.996 290.284 290.578 290.884 291.206 291.548 291.917 292.317 292.755 293.237 293.771 294.367 295.033 295.782 296.625 297.575 298.647 299.854 301.208 302.715 304.374 306.169 308.06 309.975 311.794 313.347 314.412 314.747 314.148 312.529 309.981 306.702 302.912 298.803 294.515 290.15
276.524 278.796 280.784 282.419 283.732 284.787 285.647 286.362 286.97 287.499 287.972 288.405 288.809 289.194 289.57 289.943 290.319 290.704 291.105 291.526 291.975 292.458 292.982 293.554 294.185 294.884 295.663 296.534 297.513 298.617 299.863 301.273 302.866 304.662 306.677 308.918 311.377 314.016 316.754 319.442 321.841 323.614 324.352 323.67 321.391 317.713 313.017 307.679 301.979 296.1 290.15
276.459 278.337 280.061 281.569 282.853 283.939 284.861 285.653 286.344 286.958 287.514 288.028 288.512 288.978 289.433 289.887 290.345 290.816 291.306 291.821 292.37 292.959 293.599 294.298 295.067 295.918 296.867 297.928 299.122 300.467 301.99 303.716 305.675 307.898 310.413 313.245 316.405 319.875 323.585 327.378 330.961 333.852 335.377 334.791 331.653 326.462 319.976 312.807 305.336 297.756 290.15
276.416 278.031 279.556 280.942 282.174 283.256 284.206 285.046 285.795 286.474 287.098 287.681 288.236 288.772 289.3 289.827 290.361 290.91 291.482 292.083 292.724 293.412 294.158 294.972 295.867 296.857 297.96 299.193 300.579 302.143 303.914 305.928 308.223 310.842 313.834 317.247 321.125 325.494 330.334 335.527 340.774 345.456 348.513 348.466 343.968 336.505 327.619 318.239 308.799 299.44 290.15
276.386 277.816 279.189 280.471 281.643 282.705 283.663 284.529 285.319 286.046 286.723 287.364 287.979 288.577 289.168 289.761 290.363 290.983 291.629 292.309 293.032 293.809 294.65 295.567 296.574 297.687 298.924 300.306 301.859 303.612 305.599 307.861 310.448 313.416 316.835 320.785 325.356 330.644 336.73 343.625 351.152 358.688 364.753 366.591 359.25 347.974 335.754 323.731 312.184 301.053 290.15
276.363 277.658 278.915 280.108 281.225 282.258 283.211 284.09 284.906 285.668 286.387 287.074 287.739 288.39 289.036 289.687 290.349 291.032 291.743 292.493 293.289 294.144 295.067 296.073 297.176 298.393 299.744 301.251 302.942 304.849 307.01 309.472 312.292 315.541 319.307 323.703 328.871 334.999 342.317 351.092 361.521 373.393 385.221 393.898 378.468 360.387 343.695 328.746 315.153 302.439 290.15
276.346 277.538 278.703 279.824 280.889 281.892 282.833 283.716 284.547 285.333 286.084 286.808 287.513 288.209 288.902 289.602 290.316 291.053 291.822 292.631 293.49 294.411 295.405 296.485 297.668 298.969 300.41 302.015 303.812 305.834 308.122 310.727 313.711 317.152 321.152 325.849 331.43 338.164 346.451 356.906 370.451 388.142 408.842 413.567 400.337 371.41 349.895 332.405 317.245 303.399 290.15
