290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15 290.15
277.181 283.6 286.186 287.434 288.139 288.589 288.903 289.138 289.321 289.471 289.596 289.705 289.801 289.887 289.968 290.043 290.117 290.19 290.264 290.34 290.42 290.506 290.599 290.702 290.816 290.943 291.087 291.25 291.435 291.646 291.888 292.164 292.481 292.845 293.262 293.739 294.282 294.899 295.595 296.371 297.226 298.15 299.121 300.104 301.048 301.88 302.522 302.891 302.928 302.613 301.973 301.073 299.993 298.808 297.577 296.338 295.109 293.888 292.648 291.331 289.81 287.785 284.451 277.299
276.805 280.882 283.561 285.262 286.383 287.164 287.736 288.176 288.527 288.816 289.06 289.272 289.461 289.631 289.79 289.94 290.085 290.229 290.375 290.526 290.685 290.855 291.04 291.243 291.469 291.721 292.005 292.328 292.694 293.112 293.591 294.139 294.767 295.488 296.315 297.261 298.342 299.57 300.959 302.515 304.235 306.103 308.081 310.1 312.056 313.803 315.166 315.965 316.059 315.4 314.056 312.177 309.942 307.513 305.012 302.516 300.061 297.644 295.223 292.716 289.973 286.731 282.568 277.038
276.622 279.563 281.914 283.669 284.968 285.946 286.703 287.304 287.795 288.206 288.557 288.864 289.139 289.388 289.621 289.841 290.055 290.268 290.483 290.706 290.94 291.191 291.464 291.763 292.096 292.468 292.887 293.363 293.903 294.52 295.226 296.034 296.962 298.027 299.25 300.651 302.255 304.084 306.159 308.495 311.097 313.948 317 320.161 323.275 326.112 328.377 329.745 329.945 328.875 326.676 323.639 320.086 316.29 312.442 308.655 304.977 301.403 297.886 294.339 290.634 286.598 282.054 276.967
276.522 278.835 280.862 282.532 283.874 284.951 285.824 286.542 287.143 287.655 288.099 288.49 288.842 289.164 289.464 289.75 290.028 290.305 290.585 290.875 291.18 291.507 291.862 292.252 292.685 293.17 293.716 294.334 295.038 295.841 296.76 297.813 299.022 300.411 302.008 303.841 305.945 308.353 311.1 314.213 317.712 321.593 325.815 330.273 334.772 338.996 342.488 344.695 345.102 343.482 340.135 335.618 330.477 325.122 319.813 314.687 309.789 305.106 300.58 296.122 291.625 286.974 282.083 276.971
276.46 278.392 280.169 281.722 283.046 284.161 285.101 285.898 286.581 287.174 287.694 288.157 288.576 288.962 289.323 289.668 290.004 290.339 290.678 291.03 291.4 291.796 292.226 292.699 293.225 293.812 294.474 295.224 296.076 297.049 298.163 299.439 300.906 302.592 304.532 306.765 309.335 312.288 315.677 319.549 323.95 328.902 334.396 340.346 346.55 352.613 357.886 361.45 362.29 359.819 354.765 348.224 341.083 333.909 327.004 320.491 314.39 308.654 303.205 297.945 292.772 287.589 282.335 277.006
276.421 278.106 279.698 281.144 282.426 283.546 284.521 285.37 286.111 286.765 287.346 287.869 288.345 288.785 289.2 289.597 289.984 290.37 290.762 291.168 291.596 292.054 292.551 293.098 293.705 294.383 295.148 296.013 296.998 298.121 299.406 300.88 302.573 304.522 306.767 309.356 312.344 315.793 319.774 324.362 329.638 335.675 342.523 350.17 358.471 367.026 374.998 380.931 382.793 378.741 370.888 361.432 351.725 342.431 333.803 325.887 318.626 311.917 305.643 299.684 293.927 288.277 282.663 277.051
276.394 277.914 279.372 280.73 281.967 283.078 284.068 284.948 285.731 286.43 287.058 287.628 288.151 288.637 289.096 289.536 289.967 290.397 290.834 291.287 291.764 292.275 292.83 293.439 294.116 294.872 295.724 296.688 297.784 299.034 300.464 302.104 303.989 306.159 308.662 311.553 314.897 318.772 323.268 328.492 334.57 341.642 349.857 359.345 370.143 382.026 394.153 404.486 409.216 401.469 388.617 374.894 361.959 350.288 339.895 330.632 322.311 314.747 307.768 301.222 294.978 288.928 282.988 277.096
276.376 277.783 279.147 280.438 281.635 282.732 283.727 284.625 285.435 286.166 286.83 287.436 287.995 288.517 289.012 289.488 289.954 290.42 290.893 291.384 291.901 292.456 293.057 293.718 294.45 295.27 296.191 297.235 298.42 299.772 301.317 303.089 305.126 307.47 310.175 313.301 316.924 321.134 326.039 331.775 338.514 346.471 355.923 367.214 380.735 396.789 415.107 433.65 448.118 429.307 407.222 387.572 370.932 356.873 344.859 334.436 325.243 316.995 309.462 302.459 295.837 289.471 283.264 277.134
276.364 277.697 278.996 280.238 281.405 282.488 283.482 284.391 285.218 285.972 286.66 287.292 287.878 288.427 288.948 289.451 289.944 290.436 290.938 291.457 292.005 292.592 293.229 293.927 294.702 295.568 296.542 297.644 298.895 300.32 301.949 303.816 305.959 308.426 311.27 314.559 318.372 322.806 327.984 334.061 341.244 349.812 360.157 372.859 388.8 409.292 435.842 466.894 475.993 460.423 423.397 397.243 377.331 361.414 348.235 337.015 327.234 318.529 310.626 303.318 296.44 289.857 283.462 277.162
