2025-12-01 16:06:16,21.8 °C
2025-12-01 16:16:21,21.8 °C
2025-12-01 16:26:26,21.7 °C
2025-12-01 16:36:31,21.7 °C
2025-12-01 16:46:37,21.7 °C
2025-12-01 16:56:43,21.6 °C
2025-12-01 17:06:48,21.5 °C
2025-12-01 17:16:53,21.4 °C
2025-12-01 17:26:59,21.4 °C
2025-12-01 17:37:04,21.4 °C
2025-12-01 17:47:09,21.5 °C
2025-12-01 17:57:14,21.6 °C
2025-12-01 18:07:20,21.7 °C
2025-12-01 18:17:25,21.8 °C
2025-12-01 18:27:30,21.8 °C
2025-12-01 18:37:37,21.8 °C
2025-12-01 18:47:43,21.7 °C
2025-12-01 18:57:48,21.7 °C
2025-12-01 19:07:55,21.8 °C
2025-12-01 19:17:59,21.8 °C
2025-12-01 19:28:06,21.8 °C
2025-12-01 19:38:10,21.8 °C
2025-12-01 19:48:16,21.9 °C
2025-12-01 19:58:21,21.9 °C
2025-12-01 20:08:27,22.1 °C
2025-12-01 20:18:31,22.2 °C
2025-12-01 20:28:37,22.4 °C
2025-12-01 20:38:42,22.4 °C
2025-12-01 20:48:48,22.3 °C
2025-12-01 20:58:53,22.2 °C
2025-12-01 21:08:58,22.2 °C
2025-12-01 21:19:04,22.3 °C
2025-12-01 21:29:09,22.5 °C
2025-12-01 21:39:14,22.8 °C
2025-12-01 21:49:19,23.1 °C
2025-12-01 21:59:23,23.3 °C
2025-12-01 22:09:29,23.3 °C
2025-12-01 22:19:35,23.4 °C
2025-12-01 22:29:40,23.2 °C
2025-12-01 22:39:46,23.2 °C
2025-12-01 22:49:51,23.2 °C
2025-12-01 22:59:57,23.3 °C
2025-12-01 23:10:02,23.2 °C
2025-12-01 23:20:08,23.2 °C
2025-12-01 23:29:17,23.1 °C
2025-12-01 23:34:18,23.3 °C
2025-12-01 23:39:20,23.1 °C
2025-12-01 23:44:23,23 °C
2025-12-01 23:49:25,22.9 °C
2025-12-01 23:54:28,22.8 °C
2025-12-01 23:59:30,22.8 °C
2025-12-02 00:04:33,22.7 °C
2025-12-02 00:09:36,22.7 °C
2025-12-02 00:14:38,22.7 °C
2025-12-02 00:19:40,22.7 °C
2025-12-02 00:24:44,22.6 °C
2025-12-02 00:29:46,22.6 °C
2025-12-02 00:34:49,22.6 °C
2025-12-02 00:39:52,22.6 °C
2025-12-02 00:44:54,22.6 °C
2025-12-02 00:49:57,22.7 °C
2025-12-02 00:55:00,22.8 °C
2025-12-02 01:00:02,22.9 °C
2025-12-02 01:05:04,22.9 °C
2025-12-02 01:10:07,23 °C
2025-12-02 01:15:09,23 °C
2025-12-02 01:20:13,23 °C
2025-12-02 01:25:16,23 °C
2025-12-02 01:35:21,23 °C
2025-12-02 01:45:26,23 °C
2025-12-02 01:55:31,22.9 °C
2025-12-02 02:05:36,22.9 °C
2025-12-02 02:15:41,22.8 °C
2025-12-02 02:25:46,22.8 °C
2025-12-02 02:35:50,22.8 °C
2025-12-02 02:45:57,22.7 °C
2025-12-02 02:56:02,22.7 °C
2025-12-02 03:06:07,22.5 °C
2025-12-02 03:16:13,22.4 °C
2025-12-02 03:26:18,22.2 °C
2025-12-02 03:36:23,22.2 °C
2025-12-02 03:46:29,22.1 °C
2025-12-02 03:56:35,22.1 °C
2025-12-02 04:06:40,22.1 °C
2025-12-02 04:16:46,22 °C
2025-12-02 04:26:51,22 °C
2025-12-02 04:36:57,22 °C
2025-12-02 04:47:02,22 °C
2025-12-02 04:57:07,21.9 °C
2025-12-02 05:07:12,21.9 °C
2025-12-02 05:17:18,21.9 °C
2025-12-02 05:27:22,21.9 °C
2025-12-02 05:37:28,21.9 °C
2025-12-02 05:47:34,21.9 °C
2025-12-02 05:57:39,21.9 °C
2025-12-02 06:07:44,21.9 °C
2025-12-02 06:17:49,21.8 °C
2025-12-02 06:27:55,21.7 °C
2025-12-02 06:38:00,21.7 °C
2025-12-02 06:48:05,21.7 °C
2025-12-02 06:58:11,21.7 °C
2025-12-02 07:08:16,21.7 °C
2025-12-02 07:18:20,21.7 °C
2025-12-02 07:28:27,21.7 °C
2025-12-02 07:38:32,21.6 °C
2025-12-02 07:48:37,21.6 °C
2025-12-02 07:58:42,21.6 °C
2025-12-02 08:08:46,21.6 °C
2025-12-02 08:18:52,21.6 °C
2025-12-02 08:28:58,21.5 °C
2025-12-02 08:39:03,21.6 °C
2025-12-02 08:49:07,21.6 °C
2025-12-02 08:59:13,21.6 °C
2025-12-02 09:09:19,21.5 °C
2025-12-02 09:19:24,21.5 °C
2025-12-02 09:29:29,21.5 °C
2025-12-02 09:39:35,21.5 °C
2025-12-02 09:49:40,21.5 °C
2025-12-02 09:59:45,21.5 °C
2025-12-02 10:09:50,21.5 °C
2025-12-02 10:19:55,21.5 °C
2025-12-02 10:30:00,21.6 °C
2025-12-02 10:40:05,21.7 °C
2025-12-02 10:50:09,21.7 °C
2025-12-02 11:00:16,21.7 °C
2025-12-02 11:10:21,21.8 °C
2025-12-02 11:20:26,22 °C
2025-12-02 11:30:31,21.9 °C
2025-12-02 11:40:37,22 °C
2025-12-02 11:50:42,22 °C
2025-12-02 12:00:48,22.1 °C
2025-12-02 12:10:53,22.1 °C
2025-12-02 12:20:58,22.3 °C
2025-12-02 12:31:03,22.3 °C
2025-12-02 12:41:08,22.5 °C
2025-12-02 12:51:13,22.6 °C
2025-12-02 13:01:19,22.7 °C
2025-12-02 13:11:24,22.7 °C
2025-12-02 13:21:29,22.8 °C
2025-12-02 13:31:35,22.8 °C
2025-12-02 13:41:40,22.8 °C
2025-12-02 13:51:45,23 °C
2025-12-02 14:01:51,23.1 °C
2025-12-02 14:11:56,23.3 °C
2025-12-02 14:22:01,23.5 °C
2025-12-02 14:32:07,23.7 °C
2025-12-02 14:42:12,23.8 °C
2025-12-02 14:52:17,23.7 °C
2025-12-02 15:02:22,23.8 °C
2025-12-02 15:12:26,23.8 °C
2025-12-02 15:22:31,23.7 °C
2025-12-02 15:32:38,23.6 °C
2025-12-02 15:42:43,23.5 °C
2025-12-02 15:52:48,23.3 °C
2025-12-02 16:02:53,23.2 °C
2025-12-02 16:12:59,23.1 °C
2025-12-02 16:23:04,23.1 °C
2025-12-02 16:33:09,23.2 °C
2025-12-02 16:43:15,23.2 °C
2025-12-02 16:53:20,23.2 °C
2025-12-02 17:03:25,23.2 °C
2025-12-02 17:13:31,23.1 °C
2025-12-02 17:23:36,23.1 °C
2025-12-02 17:33:41,23.2 °C
2025-12-02 17:43:47,23.3 °C
2025-12-02 17:53:52,23 °C
2025-12-02 18:03:57,22.6 °C
2025-12-02 18:14:03,22.2 °C
2025-12-02 18:24:08,22 °C
2025-12-02 18:34:13,21.8 °C
2025-12-02 18:44:18,21.7 °C
2025-12-02 18:54:23,21.6 °C
